Attrition,Hiring Year,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Age,Education,Job Involvement,Job Level,Job Satisfaction,Num Companies Worked,Performance Rating,Relationship Satisfaction,Total Working Years,Work Life Balance
Yes,2022,Travel_Rarely,Sales,Medical,STAFF-609,Male,Sales Executive,Single,No,55,High School,3,2,4,4,3,3,12,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-610,Male,Research Director,Married,No,43,Associates Degree,3,4,1,6,4,3,22,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-611,Male,Research Director,Divorced,Yes,27,High School,2,3,4,1,3,2,9,3
No,2020,Travel_Rarely,R&D,Other,STAFF-612,Male,Manufacturing Director,Single,No,35,Bachelor's Degree,3,3,3,3,4,2,17,4
No,2021,Travel_Rarely,Sales,Marketing,STAFF-613,Female,Sales Executive,Married,Yes,28,Master's Degree,3,2,2,1,4,1,8,3
No,2022,Travel_Rarely,HR,Human Resources,STAFF-614,Male,Human Resources,Married,No,34,Associates Degree,3,1,4,0,3,3,4,1
Yes,2023,Travel_Frequently,R&D,Medical,STAFF-615,Female,Research Scientist,Married,Yes,26,Associates Degree,2,1,3,1,3,1,8,3
No,2023,Non-Travel,R&D,Medical,STAFF-616,Male,Research Scientist,Married,No,27,Bachelor's Degree,3,1,4,1,3,3,0,2
No,2020,Travel_Rarely,Sales,Marketing,STAFF-617,Female,Manager,Married,No,51,Master's Degree,3,4,3,2,3,3,29,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-618,Male,Healthcare Representative,Single,No,44,Bachelor's Degree,3,2,2,9,3,4,10,2
No,2020,Travel_Rarely,R&D,Medical,STAFF-619,Male,Research Scientist,Single,No,25,High School,4,1,1,7,3,3,6,2
No,2023,Travel_Rarely,Sales,Medical,STAFF-620,Male,Sales Executive,Divorced,No,33,Bachelor's Degree,4,2,1,1,4,1,9,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-621,Female,Research Scientist,Single,No,35,High School,2,1,1,1,3,4,6,2
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-622,Male,Sales Executive,Married,Yes,36,Associates Degree,3,2,4,1,3,4,18,2
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-623,Male,Sales Executive,Divorced,No,32,Master's Degree,3,2,4,2,3,3,8,2
No,2020,Travel_Frequently,R&D,Life Sciences,STAFF-624,Male,Research Scientist,Divorced,No,30,Master's Degree,2,1,4,9,3,2,10,2
No,2022,Travel_Rarely,Sales,Marketing,STAFF-625,Female,Sales Executive,Married,Yes,53,Associates Degree,2,3,4,7,3,4,35,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-626,Male,Sales Executive,Divorced,Yes,45,Bachelor's Degree,3,3,1,4,3,3,18,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-627,Female,Research Scientist,Married,No,32,Associates Degree,4,2,3,5,3,3,9,2
No,2023,Travel_Frequently,R&D,Medical,STAFF-628,Female,Manufacturing Director,Married,No,52,Master's Degree,2,4,4,3,4,3,31,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-629,Male,Sales Executive,Divorced,No,37,Master's Degree,2,2,3,4,3,4,9,3
No,2022,Travel_Rarely,HR,Medical,STAFF-630,Male,Human Resources,Divorced,No,28,Associates Degree,2,1,4,1,3,4,6,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-631,Male,Manufacturing Director,Married,No,22,Associates Degree,2,2,4,6,4,1,4,1
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-632,Male,Laboratory Technician,Married,Yes,44,Master's Degree,4,1,4,2,4,3,10,2
No,2023,Travel_Frequently,R&D,Medical,STAFF-633,Male,Research Scientist,Single,Yes,42,High School,3,1,4,5,3,4,8,3
No,2022,Travel_Rarely,HR,Life Sciences,STAFF-634,Male,Human Resources,Married,No,36,Bachelor's Degree,2,1,1,0,4,3,6,3
No,2021,Travel_Rarely,Sales,Other,STAFF-635,Male,Sales Executive,Married,Yes,25,High School,3,2,1,1,3,4,5,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-636,Female,Manufacturing Director,Married,Yes,35,Bachelor's Degree,2,3,3,1,4,2,17,3
Yes,2023,Travel_Frequently,R&D,Life Sciences,STAFF-637,Female,Research Scientist,Divorced,Yes,35,Master's Degree,3,1,2,1,3,1,10,2
No,2020,Non-Travel,R&D,Life Sciences,STAFF-638,Male,Laboratory Technician,Divorced,No,32,Bachelor's Degree,3,1,4,0,3,2,4,3
No,2021,Travel_Rarely,Sales,Marketing,STAFF-639,Male,Sales Executive,Married,No,25,High School,2,2,1,1,3,1,5,4
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-640,Female,Research Scientist,Married,No,49,Bachelor's Degree,3,1,1,2,3,2,7,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-641,Male,Laboratory Technician,Married,No,24,High School,2,1,4,0,3,4,6,2
No,2023,Travel_Frequently,Sales,Life Sciences,STAFF-642,Male,Sales Executive,Married,No,32,Associates Degree,3,2,2,1,3,4,10,3
No,2022,Travel_Rarely,Sales,Marketing,STAFF-643,Male,Sales Representative,Married,No,38,Bachelor's Degree,2,1,2,0,3,4,3,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-644,Female,Laboratory Technician,Married,Yes,42,Bachelor's Degree,4,2,4,2,3,2,17,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-645,Male,Research Scientist,Married,Yes,31,Master's Degree,3,1,4,3,3,2,8,3
Yes,2021,Travel_Rarely,Sales,Medical,STAFF-646,Female,Sales Representative,Divorced,Yes,29,Bachelor's Degree,2,1,3,6,3,3,5,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-647,Male,Sales Executive,Married,No,53,Bachelor's Degree,3,4,4,5,3,3,28,3
No,2022,Travel_Rarely,R&D,Technical Degree,STAFF-648,Male,Manufacturing Director,Married,No,35,Bachelor's Degree,2,3,2,3,3,1,16,3
No,2021,Travel_Frequently,Sales,Medical,STAFF-649,Female,Sales Representative,Married,No,37,Associates Degree,3,1,4,5,3,2,10,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-650,Female,Research Director,Single,No,53,Master's Degree,3,4,4,6,3,3,33,3
No,2021,Travel_Frequently,R&D,Life Sciences,STAFF-651,Female,Healthcare Representative,Married,No,43,Bachelor's Degree,3,2,4,4,3,2,12,2
No,2022,Travel_Rarely,Sales,Marketing,STAFF-652,Female,Sales Executive,Married,Yes,47,Associates Degree,3,2,4,0,4,1,8,3
No,2020,Non-Travel,Sales,Medical,STAFF-653,Male,Sales Executive,Single,Yes,37,Associates Degree,3,3,2,1,3,4,10,3
No,2021,Non-Travel,R&D,Life Sciences,STAFF-654,Male,Manager,Divorced,No,50,Master's Degree,3,4,1,1,3,4,31,3
No,2021,Travel_Rarely,HR,Life Sciences,STAFF-655,Female,Human Resources,Married,No,39,Bachelor's Degree,2,2,4,8,3,3,13,3
No,2023,Travel_Rarely,HR,Human Resources,STAFF-656,Male,Human Resources,Divorced,Yes,33,Associates Degree,3,1,2,3,3,3,7,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-657,Male,Laboratory Technician,Single,Yes,32,Master's Degree,3,1,4,1,4,3,1,1
No,2023,Travel_Rarely,R&D,Medical,STAFF-658,Female,Laboratory Technician,Divorced,No,29,High School,2,1,4,6,3,3,8,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-659,Male,Research Scientist,Married,Yes,44,Associates Degree,3,1,1,1,3,4,8,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-660,Male,Sales Executive,Single,No,28,Master's Degree,3,2,4,1,3,2,4,3
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-661,Male,Laboratory Technician,Divorced,Yes,58,High School,2,1,4,9,3,4,3,2
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-662,Female,Manufacturing Director,Divorced,No,43,Bachelor's Degree,3,2,2,4,4,3,4,4
Yes,2020,Travel_Rarely,Sales,Medical,STAFF-663,Female,Sales Representative,Single,No,20,Bachelor's Degree,2,1,3,1,3,4,2,2
Yes,2020,Travel_Rarely,R&D,Other,STAFF-664,Female,Research Scientist,Single,No,21,High School,3,1,4,1,3,1,1,2
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-665,Male,Healthcare Representative,Married,Yes,36,High School,3,2,4,0,3,1,17,2
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-666,Female,Sales Representative,Single,Yes,47,Master's Degree,2,1,4,1,3,1,3,2
Yes,2023,Travel_Rarely,R&D,Life Sciences,STAFF-667,Female,Manufacturing Director,Married,Yes,22,High School,3,2,3,0,3,1,4,4
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-668,Female,Laboratory Technician,Divorced,Yes,41,Master's Degree,1,1,4,4,3,3,10,2
No,2023,Travel_Rarely,R&D,Medical,STAFF-669,Female,Research Scientist,Divorced,No,28,Bachelor's Degree,3,1,3,5,3,2,6,3
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-670,Male,Laboratory Technician,Married,Yes,39,Bachelor's Degree,3,1,1,7,4,4,8,1
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-671,Female,Research Scientist,Single,No,27,Bachelor's Degree,3,1,3,1,3,3,1,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-672,Male,Laboratory Technician,Divorced,No,34,Bachelor's Degree,3,1,2,1,3,2,1,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-673,Female,Sales Executive,Single,No,42,Associates Degree,2,2,3,7,3,1,10,3
No,2022,Travel_Rarely,R&D,Other,STAFF-674,Male,Research Scientist,Single,Yes,33,Master's Degree,2,1,1,3,3,2,6,3
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-675,Female,Healthcare Representative,Divorced,Yes,58,Bachelor's Degree,2,3,2,2,3,4,24,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-676,Male,Sales Representative,Married,No,31,Master's Degree,2,1,3,3,3,2,13,4
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-677,Female,Healthcare Representative,Married,Yes,35,High School,3,2,4,1,4,4,10,1
No,2021,Travel_Rarely,R&D,Other,STAFF-678,Female,Laboratory Technician,Married,No,49,Associates Degree,3,3,2,4,3,3,29,2
No,2022,Travel_Rarely,R&D,Medical,STAFF-679,Male,Research Scientist,Married,No,48,Master's Degree,3,1,3,4,3,1,13,2
No,2020,Non-Travel,Sales,Marketing,STAFF-680,Female,Sales Executive,Married,No,31,Associates Degree,3,2,3,1,3,4,9,2
No,2021,Travel_Rarely,R&D,Other,STAFF-681,Male,Research Scientist,Single,No,36,Master's Degree,3,1,4,2,3,3,8,3
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-682,Female,Research Director,Married,No,38,Bachelor's Degree,3,3,1,1,3,2,15,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-683,Female,Laboratory Technician,Married,No,32,Bachelor's Degree,2,1,2,6,4,3,5,3
Yes,2021,Travel_Rarely,Sales,Marketing,STAFF-684,Male,Sales Representative,Married,Yes,25,Associates Degree,2,1,2,1,3,3,1,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-685,Male,Sales Executive,Divorced,No,40,Master's Degree,2,3,2,2,3,2,11,2
No,2023,Travel_Frequently,Sales,Medical,STAFF-686,Male,Sales Executive,Single,No,26,Bachelor's Degree,2,2,1,1,3,2,7,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-687,Male,Laboratory Technician,Single,Yes,41,Bachelor's Degree,3,1,1,2,3,3,20,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-688,Male,Laboratory Technician,Single,No,36,Master's Degree,3,1,3,4,4,3,16,3
Yes,2021,Travel_Rarely,Sales,Other,STAFF-689,Male,Sales Representative,Single,Yes,19,Bachelor's Degree,2,1,2,1,3,2,1,4
Yes,2021,Travel_Rarely,R&D,Technical Degree,STAFF-690,Male,Laboratory Technician,Single,No,20,Bachelor's Degree,3,1,1,1,3,2,1,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-691,Female,Healthcare Representative,Married,Yes,31,Bachelor's Degree,3,2,4,0,3,3,10,1
No,2023,Travel_Frequently,R&D,Medical,STAFF-692,Male,Research Scientist,Divorced,Yes,40,Master's Degree,3,1,2,8,3,4,3,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-693,Female,Manufacturing Director,Married,No,32,Master's Degree,3,2,1,1,3,3,8,4
Yes,2021,Travel_Rarely,Sales,Life Sciences,STAFF-694,Male,Sales Executive,Married,Yes,36,High School,2,3,4,1,3,1,16,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-695,Female,Healthcare Representative,Single,No,33,Bachelor's Degree,2,2,4,0,3,1,6,3
Yes,2021,Travel_Rarely,Sales,Life Sciences,STAFF-696,Male,Sales Executive,Married,No,37,Master's Degree,2,3,3,5,3,3,17,1
No,2023,Non-Travel,R&D,Life Sciences,STAFF-697,Male,Laboratory Technician,Married,No,45,Associates Degree,3,2,2,1,3,2,9,2
No,2022,Travel_Frequently,Sales,Technical Degree,STAFF-698,Female,Sales Representative,Married,No,29,Bachelor's Degree,3,1,4,1,3,2,3,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-699,Female,Sales Executive,Married,No,35,Bachelor's Degree,3,2,3,1,3,2,5,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-700,Male,Manager,Married,No,52,Associates Degree,3,4,4,2,3,2,26,2
Yes,2021,Travel_Rarely,R&D,Technical Degree,STAFF-701,Male,Research Scientist,Single,No,58,Bachelor's Degree,3,1,3,4,4,1,7,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-702,Male,Manager,Divorced,No,53,Associates Degree,3,4,3,6,3,3,22,4
No,2022,Travel_Rarely,Sales,Other,STAFF-703,Male,Sales Executive,Divorced,No,30,Associates Degree,3,3,3,5,3,1,10,4
No,2021,Non-Travel,Sales,Technical Degree,STAFF-704,Female,Sales Executive,Single,Yes,38,Bachelor's Degree,3,2,4,1,3,2,6,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-705,Male,Sales Executive,Divorced,No,35,Master's Degree,3,3,4,6,3,2,12,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-706,Male,Sales Executive,Single,No,39,Doctoral Degree,4,3,3,0,3,4,9,3
Yes,2020,Non-Travel,Sales,Life Sciences,STAFF-707,Female,Sales Executive,Single,Yes,40,Bachelor's Degree,4,4,2,4,3,4,22,2
No,2021,Travel_Frequently,R&D,Medical,STAFF-708,Male,Manufacturing Director,Divorced,Yes,47,Master's Degree,4,2,3,1,3,3,20,4
No,2022,Non-Travel,Sales,Technical Degree,STAFF-709,Male,Sales Executive,Divorced,No,36,Master's Degree,3,2,4,4,3,4,12,3
Yes,2023,Non-Travel,R&D,Medical,STAFF-710,Male,Research Scientist,Single,Yes,31,Associates Degree,2,1,1,0,4,1,4,3
No,2023,Non-Travel,Sales,Life Sciences,STAFF-711,Male,Manager,Single,No,33,Bachelor's Degree,3,4,3,1,3,4,10,3
Yes,2021,Travel_Rarely,R&D,Life Sciences,STAFF-712,Female,Research Scientist,Single,Yes,29,Bachelor's Degree,2,1,1,6,4,3,3,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-713,Female,Research Scientist,Single,No,33,High School,3,1,4,3,3,1,5,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-714,Female,Laboratory Technician,Divorced,No,45,Master's Degree,3,1,4,3,3,4,8,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-715,Male,Research Director,Divorced,No,50,Associates Degree,3,4,4,9,4,3,32,2
No,2021,Travel_Frequently,R&D,Other,STAFF-716,Female,Healthcare Representative,Married,Yes,33,Master's Degree,4,2,2,1,3,1,6,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-717,Male,Research Director,Divorced,No,41,Bachelor's Degree,3,5,3,2,3,2,21,4
No,2020,Travel_Rarely,R&D,Technical Degree,STAFF-718,Female,Laboratory Technician,Married,No,27,Master's Degree,3,1,2,9,3,2,4,3
No,2022,Non-Travel,R&D,Life Sciences,STAFF-719,Male,Laboratory Technician,Married,Yes,45,Associates Degree,3,2,1,1,3,3,9,3
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-720,Female,Sales Executive,Single,Yes,47,Associates Degree,3,2,4,1,3,3,9,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-721,Female,Research Scientist,Married,Yes,30,Bachelor's Degree,3,1,3,4,3,2,7,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-722,Male,Manufacturing Director,Married,Yes,50,Bachelor's Degree,3,4,3,3,3,4,22,3
No,2023,Travel_Frequently,R&D,Medical,STAFF-723,Male,Research Scientist,Married,No,38,High School,3,1,3,0,3,2,3,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-724,Male,Manufacturing Director,Divorced,No,46,Associates Degree,3,3,3,6,3,2,13,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-725,Female,Manufacturing Director,Divorced,No,24,High School,2,2,3,1,3,2,5,3
Yes,2021,Travel_Rarely,R&D,Other,STAFF-726,Male,Laboratory Technician,Divorced,Yes,35,Master's Degree,2,1,2,1,4,4,5,1
No,2023,Travel_Frequently,R&D,Life Sciences,STAFF-727,Female,Manufacturing Director,Married,No,31,High School,3,2,1,1,3,3,4,3
No,2021,Non-Travel,R&D,Life Sciences,STAFF-728,Male,Research Scientist,Single,No,18,Associates Degree,3,1,4,1,3,4,0,3
No,2022,Travel_Rarely,R&D,Technical Degree,STAFF-729,Female,Manufacturing Director,Married,No,54,Bachelor's Degree,3,3,3,8,3,3,22,3
No,2021,Travel_Rarely,R&D,Medical,STAFF-730,Female,Healthcare Representative,Divorced,Yes,35,Master's Degree,3,3,3,1,3,3,16,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-731,Female,Research Director,Married,Yes,30,Associates Degree,4,3,1,0,3,3,9,2
Yes,2023,Travel_Rarely,R&D,Medical,STAFF-732,Female,Research Scientist,Single,Yes,20,Bachelor's Degree,2,1,1,1,3,1,1,3
Yes,2022,Travel_Frequently,R&D,Medical,STAFF-733,Female,Laboratory Technician,Single,No,30,Bachelor's Degree,3,1,2,0,3,1,4,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-734,Male,Manufacturing Director,Married,No,26,Associates Degree,4,2,4,1,3,2,8,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-735,Male,Laboratory Technician,Married,No,22,High School,1,1,1,1,3,1,4,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-736,Male,Healthcare Representative,Single,No,48,Bachelor's Degree,2,2,3,2,3,4,19,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-737,Male,Healthcare Representative,Single,No,48,Master's Degree,2,3,3,7,3,2,27,3
No,2022,Travel_Rarely,R&D,Medical,STAFF-738,Female,Manufacturing Director,Single,No,41,Associates Degree,3,2,3,6,3,2,8,3
No,2022,Travel_Rarely,R&D,Life Sciences,STAFF-739,Female,Manufacturing Director,Married,No,39,High School,2,4,4,1,3,3,21,3
No,2023,Travel_Rarely,R&D,Life Sciences,STAFF-740,Female,Manufacturing Director,Married,No,27,Master's Degree,3,2,4,0,3,2,4,3
No,2023,Travel_Rarely,R&D,Other,STAFF-741,Male,Laboratory Technician,Divorced,No,35,Bachelor's Degree,3,1,4,1,4,1,3,2
No,2022,Travel_Rarely,Sales,Marketing,STAFF-742,Male,Manager,Married,No,42,Associates Degree,3,5,3,6,3,2,21,4
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-743,Male,Laboratory Technician,Married,No,50,Bachelor's Degree,3,1,4,4,3,2,8,3
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-744,Female,Manufacturing Director,Single,Yes,59,Bachelor's Degree,2,4,4,3,3,1,30,3
Yes,2021,Travel_Rarely,R&D,Medical,STAFF-745,Female,Healthcare Representative,Married,No,37,Associates Degree,1,2,2,5,3,1,15,1
No,2021,Travel_Frequently,R&D,Medical,STAFF-746,Male,Healthcare Representative,Married,Yes,55,Master's Degree,3,2,2,3,3,4,17,3
No,2021,Non-Travel,R&D,Life Sciences,STAFF-747,Female,Research Director,Divorced,No,41,High School,1,5,3,1,4,2,21,3
No,2021,Travel_Rarely,Sales,Life Sciences,STAFF-748,Male,Sales Executive,Single,Yes,38,Master's Degree,3,2,4,8,3,3,19,3
Yes,2022,Non-Travel,Sales,Medical,STAFF-749,Male,Sales Executive,Single,No,26,Associates Degree,1,2,1,8,3,4,7,3
Yes,2023,Travel_Rarely,Sales,Marketing,STAFF-750,Female,Manager,Married,No,52,High School,1,5,4,1,3,4,33,3
No,2020,Travel_Rarely,Sales,Medical,STAFF-751,Female,Sales Executive,Married,Yes,44,Bachelor's Degree,4,4,4,3,3,3,23,3
No,2023,Non-Travel,Sales,Life Sciences,STAFF-752,Female,Sales Executive,Married,No,50,Bachelor's Degree,3,2,3,0,3,1,19,3
Yes,2023,Travel_Rarely,R&D,Life Sciences,STAFF-753,Female,Laboratory Technician,Single,No,36,Master's Degree,4,1,1,1,3,3,18,3
No,2021,Travel_Frequently,R&D,Medical,STAFF-754,Female,Manufacturing Director,Single,Yes,39,Bachelor's Degree,3,3,1,1,3,3,21,3
No,2020,Non-Travel,Sales,Life Sciences,STAFF-755,Female,Sales Representative,Single,No,33,High School,2,1,4,0,3,4,3,2
No,2022,Travel_Rarely,Sales,Life Sciences,STAFF-756,Female,Manager,Married,No,45,Associates Degree,3,4,4,3,3,2,26,4
No,2023,Non-Travel,R&D,Medical,STAFF-757,Female,Laboratory Technician,Single,No,32,Master's Degree,3,1,3,9,3,2,10,3
No,2023,Travel_Rarely,Sales,Marketing,STAFF-758,Male,Sales Executive,Divorced,No,34,Master's Degree,4,2,4,0,3,4,16,2
No,2021,Travel_Rarely,Sales,Technical Degree,STAFF-759,Male,Manager,Married,Yes,59,Associates Degree,3,3,4,3,3,3,14,1
No,2023,Travel_Rarely,HR,Medical,STAFF-760,Male,Human Resources,Single,No,45,Master's Degree,3,1,2,1,3,1,6,3
No,2021,Travel_Frequently,Sales,Marketing,STAFF-761,Female,Sales Executive,Married,No,53,Bachelor's Degree,2,3,2,2,3,1,30,3
Yes,2021,Travel_Rarely,R&D,Other,STAFF-762,Male,Laboratory Technician,Divorced,No,36,Bachelor's Degree,3,2,3,7,3,2,9,2
Yes,2022,Travel_Frequently,R&D,Life Sciences,STAFF-763,Male,Research Scientist,Married,Yes,26,Bachelor's Degree,3,1,1,6,3,2,6,3
No,2023,Travel_Rarely,Sales,Life Sciences,STAFF-764,Female,Sales Representative,Married,Yes,34,Master's Degree,3,1,3,1,3,4,1,3
No,2023,Travel_Rarely,Sales,Medical,STAFF-765,Male,Sales Representative,Married,No,28,High School,3,1,2,1,4,2,1,3
No,2022,Travel_Frequently,R&D,Other,STAFF-766,Male,Research Scientist,Married,No,38,Master's Degree,3,1,3,3,3,1,8,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-767,Male,Research Director,Married,Yes,50,Master's Degree,3,5,3,2,3,4,29,2
No,2023,Travel_Rarely,R&D,Other,STAFF-768,Female,Healthcare Representative,Single,No,37,Bachelor's Degree,3,2,2,3,3,1,8,2
No,2020,Travel_Rarely,Sales,Marketing,STAFF-769,Male,Sales Executive,Married,No,40,Bachelor's Degree,3,2,1,1,3,2,8,2
No,2021,Travel_Frequently,R&D,Medical,STAFF-770,Female,Research Scientist,Divorced,No,26,High School,2,1,3,1,3,3,5,3
No,2023,Travel_Rarely,R&D,Medical,STAFF-771,Male,Research Director,Divorced,No,46,Master's Degree,3,5,4,9,3,4,23,3
No,2020,Travel_Rarely,Sales,Life Sciences,STAFF-772,Female,Sales Executive,Married,No,54,Master's Degree,2,3,3,6,3,2,13,3
No,2022,Travel_Frequently,R&D,Medical,STAFF-773,Female,Research Scientist,Married,No,56,Bachelor's Degree,3,1,3,2,3,2,18,3
No,2020,Travel_Rarely,R&D,Medical,STAFF-774,Female,Manufacturing Director,Single,No,36,Doctoral Degree,2,3,4,0,3,2,15,2
No,2023,Non-Travel,R&D,Medical,STAFF-775,Male,Manager,Single,No,55,High School,2,4,1,7,3,2,31,4
No,2022,Travel_Rarely,Sales,Medical,STAFF-776,Male,Sales Executive,Divorced,No,43,Bachelor's Degree,2,3,4,5,3,3,18,3
Yes,2020,Travel_Frequently,Sales,Marketing,STAFF-777,Female,Sales Representative,Single,Yes,20,Bachelor's Degree,3,1,4,1,3,2,2,3
Yes,2022,Travel_Rarely,R&D,Life Sciences,STAFF-778,Female,Laboratory Technician,Single,No,21,Bachelor's Degree,2,1,1,1,3,1,1,2
No,2020,Travel_Rarely,R&D,Life Sciences,STAFF-779,Female,Research Scientist,Divorced,Yes,46,Master's Degree,2,2,1,8,4,1,19,3
Yes,2020,Travel_Rarely,R&D,Life Sciences,STAFF-780,Male,Research Scientist,Married,Yes,51,Master's Degree,3,1,3,9,3,3,18,4
Yes,2022,Non-Travel,R&D,Technical Degree,STAFF-781,Male,Healthcare Representative,Single,No,28,Associates Degree,2,3,1,1,3,1,10,2
No,2021,Travel_Rarely,R&D,Medical,STAFF-782,Male,Laboratory Technician,Married,No,26,Associates Degree,2,1,1,1,3,1,6,3
No,2021,Travel_Rarely,R&D,Other,STAFF-783,Male,Manufacturing Director,Married,No,30,Bachelor's Degree,3,2,1,0,3,3,7,2
No,2021,Travel_Rarely,R&D,Technical Degree,STAFF-784,Female,Research Scientist,Married,No,41,Associates Degree,4,1,3,1,3,3,10,3
No,2021,Travel_Rarely,R&D,Life Sciences,STAFF-785,Female,Healthcare Representative,Married,No,38,High School,2,3,3,0,3,1,20,2
No,2023,Travel_Rarely,R&D,Technical Degree,STAFF-786,Male,Healthcare Representative,Married,No,40,Master's Degree,3,3,4,4,4,4,14,3
No,2020,Non-Travel,R&D,Life Sciences,STAFF-787,Male,Laboratory Technician,Married,No,27,Doctoral Degree,1,1,3,1,3,4,3,3
